date,sentiment_neg,sentiment_neu,sentiment_pos
2020-01-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-24,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-28,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-30,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-31,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-24,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-28,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-23,0.02,0.869,0.111
2020-03-24,0.076,0.83,0.094
2020-03-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-27,0.0285,0.901,0.07
2020-03-28,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-30,0.06,0.872,0.0685
2020-03-31,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-07,0.072,0.837,0.091
2020-04-08,0.046,0.904,0.05
2020-04-09,0.052,0.844,0.104
2020-04-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-23,0.08066666666666666,0.8496666666666667,0.06999999999999999
2020-04-24,0.05,0.8305,0.1195
2020-04-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-27,0.038,0.8725999999999999,0.0892
2020-04-28,0.026,0.901,0.073
2020-04-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-30,0.028,0.86,0.112
2020-05-01,0.031,0.848,0.12
2020-05-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-05,0.0105,0.907,0.08249999999999999
2020-05-06,0.056,0.825,0.119
2020-05-07,0.020499999999999997,0.86,0.11900000000000001
2020-05-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-12,0.015,0.888,0.097
2020-05-13,0.0665,0.8565,0.077
2020-05-14,0.0015,0.8955,0.10300000000000001
2020-05-15,0.034,0.872,0.094
2020-05-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-18,0.079,0.797,0.124
2020-05-19,0.015,0.851,0.134
2020-05-20,0.051500000000000004,0.866,0.083
2020-05-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-24,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-28,0.023,0.919,0.058
2020-05-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-30,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-31,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-10,0.039,0.867,0.095
2020-06-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-12,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-13,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-15,0.061,0.849,0.091
2020-06-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-19,0.021,0.901,0.078
2020-06-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-24,0.048,0.938,0.013
2020-06-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-06-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
